"GameId","Date","HomeTeamId","AwayTeamId","HomePoints","AwayPoints","HomePossessions","AwayPossessions","HomeTeamAbbreviation","AwayTeamAbbreviation"
"0022100161","2021-11-10","1610612752","1610612749",100,112,94,93,"NYK","MIL"
"0022100163","2021-11-10","1610612741","1610612742",117,107,97,97,"CHI","DAL"
"0022100164","2021-11-10","1610612763","1610612766",108,118,105,106,"MEM","CHA"
"0022100167","2021-11-10","1610612743","1610612754",101,98,90,90,"DEN","IND"
"0022100168","2021-11-10","1610612756","1610612757",119,109,97,96,"PHX","POR"
"0022100170","2021-11-10","1610612747","1610612748",120,117,111,110,"LAL","MIA"
"0022100173","2021-11-11","1610612746","1610612748",112,109,98,97,"LAC","MIA"
"0022100175","2021-11-12","1610612738","1610612749",122,113,103,102,"BOS","MIL"
"0022100177","2021-11-12","1610612745","1610612757",92,104,98,99,"HOU","POR"
"0022100179","2021-11-12","1610612740","1610612751",112,120,95,95,"NOP","BKN"
"0022100100","2021-11-01","1610612763","1610612743",106,97,99,98,"MEM","DEN"
"0022100102","2021-11-01","1610612746","1610612760",99,94,98,98,"LAC","OKC"
"0022100104","2021-11-02","1610612742","1610612748",110,125,94,94,"DAL","MIA"
"0022100106","2021-11-02","1610612756","1610612740",112,100,100,100,"PHX","NOP"
"0022100108","2021-11-03","1610612739","1610612757",107,104,93,94,"CLE","POR"
"0022100110","2021-11-03","1610612753","1610612738",79,92,94,94,"ORL","BOS"
"0022100112","2021-11-03","1610612764","1610612761",100,109,95,94,"WAS","TOR"
"0022100114","2021-11-03","1610612763","1610612743",108,106,94,93,"MEM","DEN"
"0022100116","2021-11-03","1610612759","1610612742",108,109,104,103,"SAS","DAL"
"0022100118","2021-11-03","1610612758","1610612740",112,99,95,96,"SAC","NOP"
"0022100120","2021-11-04","1610612737","1610612762",98,116,94,93,"ATL","UTA"
"0022100122","2021-11-04","1610612756","1610612745",123,111,104,105,"PHX","HOU"
"0022100124","2021-11-05","1610612765","1610612751",90,96,98,96,"DET","BKN"
"0022100126","2021-11-05","1610612764","1610612763",115,87,100,100,"WAS","MEM"
"0022100128","2021-11-05","1610612749","1610612752",98,113,100,99,"MIL","NYK"
